,8wk,9mo,18mo,18mo-8wk,celltype,bulk.18mo,bulk.8wk,bulk.9mo
chr9_2526,0.25555555555555554,0.21555555555555556,0.35777777777777775,0.10222222222222221,L23_IT_CTX_Glut,2,2,2
chr9_2691,0.09333333333333334,0.10222222222222223,0.19333333333333333,0.09999999999999999,L23_IT_CTX_Glut,2,0,2
chr9_2720,0.19555555555555557,0.21333333333333335,0.30444444444444446,0.1088888888888889,L23_IT_CTX_Glut,2,2,2
chr9_3705,0.14,0.08666666666666667,0.17333333333333334,0.033333333333333326,L23_IT_CTX_Glut,2,2,2
chr9_3944,0.14,0.16,0.24888888888888888,0.10888888888888887,L23_IT_CTX_Glut,0,0,0
chr9_4725,0.13333333333333333,0.1511111111111111,0.2288888888888889,0.09555555555555556,L23_IT_CTX_Glut,1,1,1
chr9_4909,0.27555555555555555,0.21555555555555556,0.3288888888888889,0.053333333333333344,L23_IT_CTX_Glut,2,2,2
chr10_796,0.09333333333333334,0.09777777777777778,0.1711111111111111,0.07777777777777777,L23_IT_CTX_Glut,2,0,2
chr10_952,0.1622222222222222,0.06444444444444444,0.17555555555555555,0.013333333333333336,L23_IT_CTX_Glut,0,2,0
chr10_3352,0.15555555555555556,0.14666666666666667,0.26,0.10444444444444445,L23_IT_CTX_Glut,2,0,0
chr10_3378,0.1622222222222222,0.15777777777777777,0.25555555555555554,0.09333333333333332,L23_IT_CTX_Glut,0,0,0
chr10_3651,0.12,0.1111111111111111,0.20444444444444446,0.08444444444444446,L23_IT_CTX_Glut,1,0,0
chr10_4389,0.17777777777777778,0.08444444444444445,0.17555555555555555,-0.0022222222222222365,L23_IT_CTX_Glut,0,0,0
chr11_2051,0.2,0.12444444444444444,0.21555555555555556,0.015555555555555545,L23_IT_CTX_Glut,2,2,2
chr11_2300,0.1622222222222222,0.10888888888888888,0.20666666666666667,0.04444444444444445,L23_IT_CTX_Glut,0,0,0
chr11_2380,0.2111111111111111,0.16444444444444445,0.27111111111111114,0.060000000000000026,L23_IT_CTX_Glut,2,2,2
chr11_2515,0.12,0.1511111111111111,0.21555555555555556,0.09555555555555556,L23_IT_CTX_Glut,1,1,1
chr11_2853,0.1111111111111111,0.13777777777777778,0.22444444444444445,0.11333333333333334,L23_IT_CTX_Glut,2,0,2
chr11_3433,0.1,0.17333333333333334,0.21555555555555556,0.11555555555555555,L23_IT_CTX_Glut,2,2,2
chr11_3851,0.07111111111111111,0.06888888888888889,0.13555555555555557,0.06444444444444446,L23_IT_CTX_Glut,2,0,2
chr11_4000,0.06,0.07555555555555556,0.15555555555555556,0.09555555555555556,L23_IT_CTX_Glut,2,0,0
chr11_4461,0.15777777777777777,0.10666666666666667,0.19777777777777777,0.04000000000000001,L23_IT_CTX_Glut,0,0,0
chr12_332,0.17555555555555555,0.14,0.24,0.06444444444444444,L23_IT_CTX_Glut,2,2,2
chr12_423,0.13777777777777778,0.06222222222222222,0.09111111111111111,-0.04666666666666666,L23_IT_CTX_Glut,2,2,2
chr12_1202,0.12444444444444444,0.07555555555555556,0.16666666666666666,0.04222222222222222,L23_IT_CTX_Glut,0,0,0
chr12_2475,0.044444444444444446,0.02666666666666667,0.08,0.035555555555555556,L23_IT_CTX_Glut,2,0,2
chr12_3090,0.057777777777777775,0.05333333333333334,0.13333333333333333,0.07555555555555556,L23_IT_CTX_Glut,2,2,0
chr12_3622,0.042222222222222223,0.028888888888888888,0.08444444444444445,0.042222222222222223,L23_IT_CTX_Glut,0,0,0
chr13_872,0.08444444444444445,0.04888888888888889,0.12222222222222222,0.03777777777777777,L23_IT_CTX_Glut,2,0,0
chr13_2090,0.24444444444444444,0.29333333333333333,0.3844444444444444,0.13999999999999999,L23_IT_CTX_Glut,2,2,2
chr13_3856,0.09111111111111111,0.09555555555555556,0.1711111111111111,0.07999999999999999,L23_IT_CTX_Glut,2,2,2
chr13_3867,0.15333333333333332,0.09111111111111111,0.19111111111111112,0.0377777777777778,L23_IT_CTX_Glut,2,2,2
chr13_3932,0.24888888888888888,0.15777777777777777,0.1711111111111111,-0.07777777777777778,L23_IT_CTX_Glut,2,2,2
chr13_3974,0.20666666666666667,0.22,0.31777777777777777,0.1111111111111111,L23_IT_CTX_Glut,2,2,1
chr13_4069,0.25555555555555554,0.2222222222222222,0.3466666666666667,0.09111111111111114,L23_IT_CTX_Glut,2,2,2
chr13_4315,0.03777777777777778,0.057777777777777775,0.10444444444444445,0.06666666666666668,L23_IT_CTX_Glut,0,0,0
chr13_4334,0.06,0.057777777777777775,0.11777777777777777,0.057777777777777775,L23_IT_CTX_Glut,2,2,2
chr13_4402,0.11777777777777777,0.1111111111111111,0.2,0.08222222222222224,L23_IT_CTX_Glut,2,2,2
chr13_4562,0.04666666666666667,0.03777777777777778,0.09777777777777778,0.051111111111111114,L23_IT_CTX_Glut,1,0,0
chr14_913,0.04666666666666667,0.03333333333333333,0.09555555555555556,0.04888888888888889,L23_IT_CTX_Glut,2,0,2
chr14_4039,0.013333333333333334,0.02666666666666667,0.07111111111111111,0.057777777777777775,L23_IT_CTX_Glut,0,0,0
chr14_4149,0.14666666666666667,0.1111111111111111,0.2,0.053333333333333344,L23_IT_CTX_Glut,1,0,1
chr14_4850,0.24,0.19333333333333333,0.3,0.06,L23_IT_CTX_Glut,2,2,2
chr15_1053,0.04888888888888889,0.024444444444444446,0.10666666666666667,0.05777777777777778,L23_IT_CTX_Glut,2,0,0
chr15_1265,0.23777777777777778,0.15777777777777777,0.25555555555555554,0.017777777777777753,L23_IT_CTX_Glut,1,2,0
chr15_1380,0.23333333333333334,0.15777777777777777,0.2577777777777778,0.024444444444444435,L23_IT_CTX_Glut,2,2,2
chr15_1494,0.10444444444444445,0.10888888888888888,0.18222222222222223,0.07777777777777778,L23_IT_CTX_Glut,2,2,2
chr15_2212,0.07333333333333333,0.06888888888888889,0.13777777777777778,0.06444444444444444,L23_IT_CTX_Glut,2,0,0
chr15_2338,0.17555555555555555,0.1288888888888889,0.2311111111111111,0.05555555555555555,L23_IT_CTX_Glut,2,2,0
chr15_2597,0.06666666666666667,0.024444444444444446,0.08444444444444445,0.01777777777777778,L23_IT_CTX_Glut,0,0,0
chr15_3109,0.13777777777777778,0.12444444444444444,0.2088888888888889,0.07111111111111112,L23_IT_CTX_Glut,1,1,0
chr15_3609,0.13777777777777778,0.14,0.22444444444444445,0.08666666666666667,L23_IT_CTX_Glut,2,2,2
chr15_3770,0.06222222222222222,0.04,0.13111111111111112,0.0688888888888889,L23_IT_CTX_Glut,0,2,0
chr15_3859,0.11333333333333333,0.10444444444444445,0.18666666666666668,0.07333333333333335,L23_IT_CTX_Glut,0,0,2
chr15_3868,0.06666666666666667,0.051111111111111114,0.1288888888888889,0.06222222222222222,L23_IT_CTX_Glut,0,0,0
chr15_3878,0.06222222222222222,0.07333333333333333,0.13777777777777778,0.07555555555555556,L23_IT_CTX_Glut,2,0,0
chr16_272,0.1622222222222222,0.07333333333333333,0.14444444444444443,-0.01777777777777778,L23_IT_CTX_Glut,0,0,0
chr16_347,0.10222222222222223,0.06444444444444444,0.16444444444444445,0.06222222222222222,L23_IT_CTX_Glut,2,0,0
chr16_434,0.17777777777777778,0.11777777777777777,0.21333333333333335,0.03555555555555556,L23_IT_CTX_Glut,2,2,2
chr16_490,0.1,0.05333333333333334,0.12666666666666668,0.026666666666666672,L23_IT_CTX_Glut,2,2,2
chr16_759,0.26,0.14,0.22666666666666666,-0.033333333333333354,L23_IT_CTX_Glut,1,2,2
chr16_1650,0.1688888888888889,0.1111111111111111,0.20222222222222222,0.033333333333333326,L23_IT_CTX_Glut,2,2,2
chr16_3530,0.03111111111111111,0.03777777777777778,0.08222222222222222,0.051111111111111114,L23_IT_CTX_Glut,0,0,0
chr17_142,0.21555555555555556,0.16444444444444445,0.28,0.06444444444444447,L23_IT_CTX_Glut,2,2,2
chr17_2032,0.07333333333333333,0.1288888888888889,0.17555555555555555,0.10222222222222221,L23_IT_CTX_Glut,2,1,2
chr17_2829,0.14,0.14888888888888888,0.22666666666666666,0.08666666666666664,L23_IT_CTX_Glut,0,0,0
chr17_2890,0.02666666666666667,0.06222222222222222,0.11555555555555555,0.08888888888888888,L23_IT_CTX_Glut,0,0,0
chr18_201,0.057777777777777775,0.07111111111111111,0.12666666666666668,0.0688888888888889,L23_IT_CTX_Glut,0,0,0
chr18_1565,0.23555555555555555,0.18888888888888888,0.30666666666666664,0.0711111111111111,L23_IT_CTX_Glut,2,2,2
chr18_1719,0.06,0.05555555555555555,0.11777777777777777,0.057777777777777775,L23_IT_CTX_Glut,0,0,0
chr18_2490,0.17777777777777778,0.15555555555555556,0.2822222222222222,0.10444444444444442,L23_IT_CTX_Glut,2,2,2
chr18_3298,0.10444444444444445,0.09555555555555556,0.17555555555555555,0.0711111111111111,L23_IT_CTX_Glut,1,1,1
chr19_942,0.11333333333333333,0.15777777777777777,0.21555555555555556,0.10222222222222223,L23_IT_CTX_Glut,2,2,2
chr19_1209,0.10888888888888888,0.07555555555555556,0.15777777777777777,0.048888888888888885,L23_IT_CTX_Glut,2,2,0
chr19_1336,0.06666666666666667,0.06888888888888889,0.13555555555555557,0.0688888888888889,L23_IT_CTX_Glut,2,2,1
chr19_1501,0.06,0.02666666666666667,0.08444444444444445,0.02444444444444445,L23_IT_CTX_Glut,1,0,0
chr19_1624,0.14666666666666667,0.12444444444444444,0.22444444444444445,0.07777777777777778,L23_IT_CTX_Glut,1,2,2
chr19_1711,0.1511111111111111,0.2222222222222222,0.25555555555555554,0.10444444444444442,L23_IT_CTX_Glut,2,0,2
chr1_5710,0.0,0.07096774193548387,0.01935483870967742,0.01935483870967742,L23_IT_ENT_Glut,0,0,0
chr1_7037,0.05806451612903226,0.11612903225806452,0.2,0.14193548387096774,L23_IT_ENT_Glut,2,0,2
chr2_3739,0.06451612903225806,0.16774193548387098,0.21935483870967742,0.15483870967741936,L23_IT_ENT_Glut,2,0,2
chr2_3937,0.0064516129032258064,0.0064516129032258064,0.06451612903225806,0.058064516129032254,L23_IT_ENT_Glut,0,0,0
chr2_4177,0.06451612903225806,0.11612903225806452,0.24516129032258063,0.18064516129032257,L23_IT_ENT_Glut,0,0,0
chr2_6403,0.012903225806451613,0.03225806451612903,0.10967741935483871,0.0967741935483871,L23_IT_ENT_Glut,0,0,0
chr3_5557,0.05806451612903226,0.09032258064516129,0.1870967741935484,0.12903225806451613,L23_IT_ENT_Glut,2,0,2
chr4_1152,0.01935483870967742,0.03870967741935484,0.11612903225806452,0.0967741935483871,L23_IT_ENT_Glut,1,0,0
chr4_3432,0.0967741935483871,0.12258064516129032,0.2903225806451613,0.19354838709677422,L23_IT_ENT_Glut,2,0,0
chr4_4206,0.1032258064516129,0.10967741935483871,0.24516129032258063,0.14193548387096772,L23_IT_ENT_Glut,1,0,1
chr4_4389,0.05161290322580645,0.1032258064516129,0.1935483870967742,0.14193548387096774,L23_IT_ENT_Glut,2,2,2
chr4_4586,0.21935483870967742,0.33548387096774196,0.4258064516129032,0.20645161290322578,L23_IT_ENT_Glut,2,2,2
chr4_4850,0.09032258064516129,0.14838709677419354,0.2709677419354839,0.1806451612903226,L23_IT_ENT_Glut,2,2,1
chr4_5518,0.09032258064516129,0.16129032258064516,0.2709677419354839,0.1806451612903226,L23_IT_ENT_Glut,0,0,0
chr5_953,0.05161290322580645,0.17419354838709677,0.2129032258064516,0.16129032258064516,L23_IT_ENT_Glut,2,0,0
chr5_4273,0.08387096774193549,0.06451612903225806,0.2,0.11612903225806452,L23_IT_ENT_Glut,2,2,2
chr6_2047,0.13548387096774195,0.16129032258064516,0.3096774193548387,0.17419354838709677,L23_IT_ENT_Glut,2,2,2
chr6_2090,0.05161290322580645,0.05161290322580645,0.15483870967741936,0.10322580645161292,L23_IT_ENT_Glut,2,0,2
chr6_3104,0.23225806451612904,0.18064516129032257,0.38064516129032255,0.1483870967741935,L23_IT_ENT_Glut,2,0,2
chr7_2779,0.012903225806451613,0.025806451612903226,0.12903225806451613,0.11612903225806451,L23_IT_ENT_Glut,2,0,2
chr7_3130,0.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,L23_IT_ENT_Glut,0,0,0
chr7_4515,0.09032258064516129,0.1032258064516129,0.24516129032258063,0.15483870967741936,L23_IT_ENT_Glut,2,0,0
chr7_4724,0.12258064516129032,0.23225806451612904,0.3225806451612903,0.2,L23_IT_ENT_Glut,2,0,0
chr8_3477,0.14838709677419354,0.16129032258064516,0.3096774193548387,0.16129032258064518,L23_IT_ENT_Glut,2,2,2
